awb_number,activity,bucket
GS3369903306,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS3424823898,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS3549512212,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS3587461150,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS3692350741,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS3742158588,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS3786205971,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS3894982961,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS4003717722,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS4128817604,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS4222629884,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS4303896963,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS4367767964,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS4389800945,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS4407340536,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS4534873361,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS4711245177,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS4713159912,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS4724449921,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS4733246975,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS4811875271,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS4835686262,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS4840787277,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS4939381937,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS5024137491,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS5035744005,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS5038351798,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS5106551530,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS5137026752,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS5156522617,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS5212965100,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS5252086939,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS5366855611,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS5415703094,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS5459029108,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS5485159952,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS5566390851,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS5628197726,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS5629337832,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS5636264473,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS5663451430,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS5686966601,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS5710478259,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS5940081969,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS5967665734,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS5980410500,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS6012752811,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS6025689547,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS6040038258,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS6044254410,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS6107573944,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS6284928205,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS6307887000,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS6315793207,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS6394871185,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS6457846760,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS6476446146,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS6481525483,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS6568043536,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS6584634453,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS6646736378,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS6733738887,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS6807094041,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS6836731021,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS6880179518,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS6926855568,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS6982554718,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS6988130710,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS7069085136,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS7096145211,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS7160126912,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS7532300323,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS7533921646,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS7569931754,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS7595400092,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS7611918566,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS7656267244,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS7733291405,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS7785161768,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS7812458600,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS7892808461,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS7926470872,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS7927465264,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS7977951935,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS7999959813,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS8035429115,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS8037144340,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS8093467203,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS8160652175,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS8242442436,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS8263403517,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS8393396823,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS8399957871,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS8428120049,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS8457688839,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS8529281685,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS8591152535,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS8616895970,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS8636538541,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS8702793630,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS8720629076,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS8722479769,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS8837806916,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS8851649301,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS8882031935,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS8900100048,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS8943776832,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS9047783653,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS9129256056,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS9148079553,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS9267101246,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS9281545964,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS9358419258,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS9470669474,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS9480527733,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS9533509904,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS9569864996,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS9613291090,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS9665262690,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS9710590353,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS9786691842,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS9840163360,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS9864567616,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS9925358348,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS9941957770,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS9949875502,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS9964586928,Marked for RTO by Shipper - Customer refused to accept:Verified,RTO Reason: Receiver Refused
GS1008005610,Marked for RTO by Support,RTO Reason: Manual (Support)
GS2466982980,Marked for RTO by Support,RTO Reason: Manual (Support)
GS3409041765,Marked for RTO by Support,RTO Reason: Manual (Support)
77052312396,MU - ORDER RTO INIT MIS,MU Order RTO
77053071255,MU - ORDER RTO INIT MIS,MU Order RTO
77060389464,MU - ORDER RTO INIT MIS,MU Order RTO
77085622084,MU - ORDER RTO INIT MIS,MU Order RTO
77086932510,MU - ORDER RTO INIT MIS,MU Order RTO
77097444093,MU - ORDER RTO INIT MIS,MU Order RTO
77097459283,MU - ORDER RTO INIT MIS,MU Order RTO
77098597726,MU - ORDER RTO INIT MIS,MU Order RTO
77101340536,MU - ORDER RTO INIT MIS,MU Order RTO
77862898212,MU - ORDER RTO INIT MIS,MU Order RTO
77862899203,MU - ORDER RTO INIT MIS,MU Order RTO
77863434003,MU - ORDER RTO INIT MIS,MU Order RTO
77873339530,MU - ORDER RTO INIT MIS,MU Order RTO
77873347856,MU - ORDER RTO INIT MIS,MU Order RTO
77873348350,MU - ORDER RTO INIT MIS,MU Order RTO
77887440455,MU - ORDER RTO INIT MIS,MU Order RTO
77890114186,MU - ORDER RTO INIT MIS,MU Order RTO
18755850259026,Pending - Returned Due To Poor Packaging,RTO Reason: Poor Packaging
18755850261244,Pending - Returned Due To Poor Packaging,RTO Reason: Poor Packaging
18755850304342,Pending - Returned Due To Poor Packaging,RTO Reason: Poor Packaging
18755850304423,Pending - Returned Due To Poor Packaging,RTO Reason: Poor Packaging
18755850318283,Pending - Returned Due To Poor Packaging,RTO Reason: Poor Packaging
18755850354333,Pending - Returned Due To Poor Packaging,RTO Reason: Poor Packaging
18755850359885,Pending - Returned Due To Poor Packaging,RTO Reason: Poor Packaging
18755850380756,Pending - Returned Due To Poor Packaging,RTO Reason: Poor Packaging
18755850403602,Pending - Returned Due To Poor Packaging,RTO Reason: Poor Packaging
18755850467501,Pending - Returned Due To Poor Packaging,RTO Reason: Poor Packaging
18755850476822,Pending - Returned Due To Poor Packaging,RTO Reason: Poor Packaging
23502730186445,Pending - Returned Due To Poor Packaging,RTO Reason: Poor Packaging
23502730313241,Pending - Returned Due To Poor Packaging,RTO Reason: Poor Packaging
23502730330413,Pending - Returned Due To Poor Packaging,RTO Reason: Poor Packaging
23502730365645,Pending - Returned Due To Poor Packaging,RTO Reason: Poor Packaging
23502730385654,Pending - Returned Due To Poor Packaging,RTO Reason: Poor Packaging
53668210085820,Pending - Returned Due To Poor Packaging,RTO Reason: Poor Packaging
53668210087371,Pending - Returned Due To Poor Packaging,RTO Reason: Poor Packaging
18755850638430,Pending - Returned. Ageing limit crossed,RTO Reason: High Ageing
18755850641871,Pending - Returned. Ageing limit crossed,RTO Reason: High Ageing
18755850648812,Pending - Returned. Ageing limit crossed,RTO Reason: High Ageing
18755850699271,Pending - Returned. Ageing limit crossed,RTO Reason: High Ageing
HN4D2253D80FCN,Return Initiated,Return Initiated
HN4D2499FA4FCK,Return Initiated,Return Initiated
HN4D258E6325ON,Return Initiated,Return Initiated
HN4D26C61706AG,Return Initiated,Return Initiated
HN4D2707A7D7TG,Return Initiated,Return Initiated
HN4D27F59CE1TR,Return Initiated,Return Initiated
HN4D28DA24D3HY,Return Initiated,Return Initiated
HN4D29277E6ARN,Return Initiated,Return Initiated
HN4D29281B60FT,Return Initiated,Return Initiated
HN4D296309D1LS,Return Initiated,Return Initiated
HN4D29640B7ASV,Return Initiated,Return Initiated
HN4D2ABF7967VZ,Return Initiated,Return Initiated
HN4D2D84394AAJ,Return Initiated,Return Initiated
HN4D3210944BZN,Return Initiated,Return Initiated
HN4D322AEAEFNC,Return Initiated,Return Initiated
HN4D322EA003ZJ,Return Initiated,Return Initiated
HN4D323B401FBV,Return Initiated,Return Initiated
HN4D366374E0LC,Return Initiated,Return Initiated
HN4D3664A1E2WB,Return Initiated,Return Initiated
HN4D36743ED0FH,Return Initiated,Return Initiated
HN4D37440413QD,Return Initiated,Return Initiated
HN4D386687F7CK,Return Initiated,Return Initiated
HN4D393484BBWQ,Return Initiated,Return Initiated
HN4D3A58BCA9VZ,Return Initiated,Return Initiated
HN4D3B3DD7BBSL,Return Initiated,Return Initiated
HN4D3B7B2816HU,Return Initiated,Return Initiated
HN4D3BD66120EY,Return Initiated,Return Initiated
HN4D3C2209E7NJ,Return Initiated,Return Initiated
HN4D3D7A1DFFXS,Return Initiated,Return Initiated
HN4DAA213E2ATN,Return Initiated,Return Initiated
HN4DAA4A92B6SU,Return Initiated,Return Initiated
HN4DACAD11B3OT,Return Initiated,Return Initiated
HN4DAD7833E2PI,Return Initiated,Return Initiated
HN4DADFEC2E5HY,Return Initiated,Return Initiated
HN4DB3247661IS,Return Initiated,Return Initiated
HN4DB48C7816MB,Return Initiated,Return Initiated
HN4DB5A490DFAA,Return Initiated,Return Initiated
HN4DB5B1EBECUT,Return Initiated,Return Initiated
HN4DB6FBFF1FSR,Return Initiated,Return Initiated
HN4DB7018A88KQ,Return Initiated,Return Initiated
HN4DB702A295GL,Return Initiated,Return Initiated
HN4DB7167EBCZY,Return Initiated,Return Initiated
HN4DB748ACBCCT,Return Initiated,Return Initiated
HN4DB74BCBE3IU,Return Initiated,Return Initiated
HN4DB8066007AN,Return Initiated,Return Initiated
HN4DB8426697YC,Return Initiated,Return Initiated
HN4DB857EA3BRX,Return Initiated,Return Initiated
HN4DB98B31A0BX,Return Initiated,Return Initiated
HN4DB9D2EFB9ZG,Return Initiated,Return Initiated
HN4DB9DBF399JM,Return Initiated,Return Initiated
HN4DBA7CFF41SL,Return Initiated,Return Initiated
HN4DBC72F5D9GZ,Return Initiated,Return Initiated
HN4DBD4092A1GB,Return Initiated,Return Initiated
HN4DBD71730DWY,Return Initiated,Return Initiated
HN4DBD73AEC5VH,Return Initiated,Return Initiated
HN4DBD937B2FVF,Return Initiated,Return Initiated
HN4DBD969656WT,Return Initiated,Return Initiated
HN4DBDBBB4EARC,Return Initiated,Return Initiated
HN4DBE37496EXQ,Return Initiated,Return Initiated
HN4DBE66B99FJS,Return Initiated,Return Initiated
HN4DBE884A18DB,Return Initiated,Return Initiated
HN4DBE9356EESC,Return Initiated,Return Initiated
HN4DBEC24A4ALG,Return Initiated,Return Initiated
HN4DBEC609B6OI,Return Initiated,Return Initiated
HN4DBEE2D967DU,Return Initiated,Return Initiated
HN4DBF0C326ARG,Return Initiated,Return Initiated
HN4DBF78EBC0OC,Return Initiated,Return Initiated
HN4DBFAF3583OQ,Return Initiated,Return Initiated
HN4DBFB78027XF,Return Initiated,Return Initiated
HN4DBFD40AEAVR,Return Initiated,Return Initiated
HN4DC04783CCSG,Return Initiated,Return Initiated
HN4DC049D188ZS,Return Initiated,Return Initiated
HN4DC373FD80DB,Return Initiated,Return Initiated
MC4D205F6D3DBW,Return Initiated,Return Initiated
MC4D206C9C2DHN,Return Initiated,Return Initiated
MC4D218A21AEAF,Return Initiated,Return Initiated
MC4D21A1F4DDIO,Return Initiated,Return Initiated
MC4D21AB3377YP,Return Initiated,Return Initiated
MC4D21BB51A1ED,Return Initiated,Return Initiated
MC4D21CAC237WY,Return Initiated,Return Initiated
MC4D21D65D22NJ,Return Initiated,Return Initiated
MC4D224DDE7DEW,Return Initiated,Return Initiated
MC4D22540C3CZE,Return Initiated,Return Initiated
MC4D2275F0E0QO,Return Initiated,Return Initiated
MC4D228B3674EN,Return Initiated,Return Initiated
MC4D228EDA57ZY,Return Initiated,Return Initiated
MC4D228FF7D9UA,Return Initiated,Return Initiated
MC4D22940FFBNL,Return Initiated,Return Initiated
MC4D22951F2ECJ,Return Initiated,Return Initiated
MC4D22995E50TD,Return Initiated,Return Initiated
MC4D229DBBD0JN,Return Initiated,Return Initiated
MC4D22A4ED63CX,Return Initiated,Return Initiated
MC4D22A7548ECH,Return Initiated,Return Initiated
MC4D22AC9CA2XE,Return Initiated,Return Initiated
MC4D22B08EBEYL,Return Initiated,Return Initiated
MC4D22DF9190GQ,Return Initiated,Return Initiated
MC4D22F1DFEAJW,Return Initiated,Return Initiated
MC4D230DB74FXX,Return Initiated,Return Initiated
MC4D2454C67AXQ,Return Initiated,Return Initiated
MC4D2463F141GX,Return Initiated,Return Initiated
MC4D246C5CC4FW,Return Initiated,Return Initiated
MC4D24F6A894FL,Return Initiated,Return Initiated
MC4D25274BBBCO,Return Initiated,Return Initiated
MC4D253F6D57SV,Return Initiated,Return Initiated
MC4D25404E6EWN,Return Initiated,Return Initiated
MC4D2548E0C0CE,Return Initiated,Return Initiated
MC4D255B2DF1BF,Return Initiated,Return Initiated
MC4D255D0A52YL,Return Initiated,Return Initiated
MC4D2567E709EQ,Return Initiated,Return Initiated
MC4D2574AF3AXI,Return Initiated,Return Initiated
MC4D2584B236HA,Return Initiated,Return Initiated
MC4D26C11704TY,Return Initiated,Return Initiated
MC4D26ED3B6CBE,Return Initiated,Return Initiated
MC4D26EF63C4BE,Return Initiated,Return Initiated
MC4D2708DB51TL,Return Initiated,Return Initiated
MC4D27290D26XW,Return Initiated,Return Initiated
MC4D2732B55AFI,Return Initiated,Return Initiated
MC4D27394253RV,Return Initiated,Return Initiated
MC4D2780D6AFNQ,Return Initiated,Return Initiated
MC4D27825F89LX,Return Initiated,Return Initiated
MC4D27900DFFPZ,Return Initiated,Return Initiated
MC4D27918313NO,Return Initiated,Return Initiated
MC4D2791841AJI,Return Initiated,Return Initiated
MC4D2795369DID,Return Initiated,Return Initiated
MC4D279829DFRU,Return Initiated,Return Initiated
MC4D27A54B17ZM,Return Initiated,Return Initiated
MC4D27AA4A4EBN,Return Initiated,Return Initiated
MC4D27B97432IB,Return Initiated,Return Initiated
MC4D27BA612FRL,Return Initiated,Return Initiated
MC4D27BEC7CAXQ,Return Initiated,Return Initiated
MC4D27CCB183LL,Return Initiated,Return Initiated
MC4D27CEE2EDVG,Return Initiated,Return Initiated
MC4D27DADD12SG,Return Initiated,Return Initiated
MC4D27EC5156GK,Return Initiated,Return Initiated
MC4D27EE7BFBDI,Return Initiated,Return Initiated
MC4D27F1D1E0WF,Return Initiated,Return Initiated
MC4D27F366AEKQ,Return Initiated,Return Initiated
MC4D27F4ED74IM,Return Initiated,Return Initiated
MC4D27FB7FBAIN,Return Initiated,Return Initiated
MC4D28092C6BUU,Return Initiated,Return Initiated
MC4D2809AC6BJN,Return Initiated,Return Initiated
MC4D2812E0DEIP,Return Initiated,Return Initiated
MC4D2826BAB2YU,Return Initiated,Return Initiated
MC4D2869E5A5CR,Return Initiated,Return Initiated
MC4D28AE40A7OY,Return Initiated,Return Initiated
MC4D298D4EF2GC,Return Initiated,Return Initiated
MC4D29902F3CMJ,Return Initiated,Return Initiated
MC4D29A5A891HX,Return Initiated,Return Initiated
MC4D29B7A01FAM,Return Initiated,Return Initiated
MC4D2A120EA1JF,Return Initiated,Return Initiated
MC4D2A1AF5B5YI,Return Initiated,Return Initiated
MC4D2A1BFB58MR,Return Initiated,Return Initiated
MC4D2A21C973KL,Return Initiated,Return Initiated
MC4D2A608763FW,Return Initiated,Return Initiated
MC4D2A62077BIY,Return Initiated,Return Initiated
MC4D2A7267BCTG,Return Initiated,Return Initiated
MC4D2A8E7E78NT,Return Initiated,Return Initiated
MC4D2A909028QW,Return Initiated,Return Initiated
MC4D2A948384WW,Return Initiated,Return Initiated
MC4D2AA923FDUD,Return Initiated,Return Initiated
MC4D2AB46D98UC,Return Initiated,Return Initiated
MC4D2AB63025AR,Return Initiated,Return Initiated
MC4D2ABE9880VU,Return Initiated,Return Initiated
MC4D2AC126E7IP,Return Initiated,Return Initiated
MC4D2BAE8AF5EI,Return Initiated,Return Initiated
MC4D2BBABD91OJ,Return Initiated,Return Initiated
MC4D2BF0E99APF,Return Initiated,Return Initiated
MC4D2BF70FA5IV,Return Initiated,Return Initiated
MC4D2BF8E3A2GV,Return Initiated,Return Initiated
MC4D2BFAECF8QK,Return Initiated,Return Initiated
MC4D2C082EFFRV,Return Initiated,Return Initiated
MC4D2C1C0ED2BA,Return Initiated,Return Initiated
MC4D2C2CB6EDLE,Return Initiated,Return Initiated
MC4D2C45DADBGT,Return Initiated,Return Initiated
MC4D2C4C7F07GT,Return Initiated,Return Initiated
MC4D2C4DF33AXT,Return Initiated,Return Initiated
MC4D2C5754F3RT,Return Initiated,Return Initiated
MC4D2CA54B2CVZ,Return Initiated,Return Initiated
MC4D2CB3E3EDVQ,Return Initiated,Return Initiated
MC4D2CB732ADYI,Return Initiated,Return Initiated
MC4D2CC07E8DUL,Return Initiated,Return Initiated
MC4D2CE1E688AO,Return Initiated,Return Initiated
MC4D2CE6CE74BN,Return Initiated,Return Initiated
MC4D2CE7116DGR,Return Initiated,Return Initiated
MC4D2CE729D3UR,Return Initiated,Return Initiated
MC4D2CED2C73GZ,Return Initiated,Return Initiated
MC4D2CF0DA02BI,Return Initiated,Return Initiated
MC4D2CF586B5IV,Return Initiated,Return Initiated
MC4D2CF73827QR,Return Initiated,Return Initiated
MC4D2CF9D0CAPL,Return Initiated,Return Initiated
MC4D2D146B48PF,Return Initiated,Return Initiated
MC4D2D150E10AT,Return Initiated,Return Initiated
MC4D2D18B1F9FA,Return Initiated,Return Initiated
MC4D2D191120GQ,Return Initiated,Return Initiated
MC4D2D1C52F5CF,Return Initiated,Return Initiated
MC4D2D25A6F5ZI,Return Initiated,Return Initiated
MC4D2D2DC57AIM,Return Initiated,Return Initiated
MC4D2D31BA86TU,Return Initiated,Return Initiated
MC4D2D40D6AFFB,Return Initiated,Return Initiated
MC4D2E83380CPS,Return Initiated,Return Initiated
MC4D2E8D8BDBZG,Return Initiated,Return Initiated
MC4D2E9132F7DG,Return Initiated,Return Initiated
MC4D2EA195D1XN,Return Initiated,Return Initiated
MC4D2EBAA620OC,Return Initiated,Return Initiated
MC4D2EBBA4E0SN,Return Initiated,Return Initiated
MC4D2EC6E237XZ,Return Initiated,Return Initiated
MC4D2F6D1CE0ND,Return Initiated,Return Initiated
MC4D2F78E251NH,Return Initiated,Return Initiated
MC4D2F87C3B0RH,Return Initiated,Return Initiated
MC4D2FA74214FV,Return Initiated,Return Initiated
MC4D2FBE8A26KO,Return Initiated,Return Initiated
MC4D2FC7D9A2US,Return Initiated,Return Initiated
MC4D2FC7F9FBGE,Return Initiated,Return Initiated
MC4D2FD34E73WM,Return Initiated,Return Initiated
MC4D312475FCSV,Return Initiated,Return Initiated
MC4D3125DE06RD,Return Initiated,Return Initiated
MC4D312971A0VY,Return Initiated,Return Initiated
MC4D3152EAABJH,Return Initiated,Return Initiated
MC4D3170C43BVZ,Return Initiated,Return Initiated
MC4D318253D9AM,Return Initiated,Return Initiated
MC4D31ABEDA2NM,Return Initiated,Return Initiated
MC4D31B92083VX,Return Initiated,Return Initiated
MC4D31C019B7AH,Return Initiated,Return Initiated
MC4D31CC31BDOE,Return Initiated,Return Initiated
MC4D31FE8F41QB,Return Initiated,Return Initiated
MC4D32019649UN,Return Initiated,Return Initiated
MC4D32114D8DOP,Return Initiated,Return Initiated
MC4D321D5FC6HV,Return Initiated,Return Initiated
MC4D32306245GX,Return Initiated,Return Initiated
MC4D3290B6A3WV,Return Initiated,Return Initiated
MC4D32D0C43EIQ,Return Initiated,Return Initiated
MC4D33B31347OD,Return Initiated,Return Initiated
MC4D33C20610YS,Return Initiated,Return Initiated
MC4D33C3EB60FN,Return Initiated,Return Initiated
MC4D33FCFFD8EP,Return Initiated,Return Initiated
MC4D341FBD46NJ,Return Initiated,Return Initiated
MC4D34A7DCD3FL,Return Initiated,Return Initiated
MC4D34F83419UE,Return Initiated,Return Initiated
MC4D363B7394NA,Return Initiated,Return Initiated
MC4D364022BBOJ,Return Initiated,Return Initiated
