"Created Date","Order ID","Query Class","Query Category","Product Name","SKU","Batch Number","Delivery Partner","Month","Week","Source","AWB Number"
"8316910","whatsapp","Delivery","Delayed Order","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a06be1240ef4337f68f2df7","18755847161423"
"8279854","whatsapp","Delivery","Delayed Order","","","","Xpressbees","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0208c920e60fcfb2dde88c","151951950259083"
"8279854","whatsapp","Delivery","Delayed Order","","","","Xpressbees","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0208c920e60fcfb2dde88c","151951950259083"
"8292306","whatsapp","Delivery","Delayed Order","Summer Breeze Perfume Body Lotion","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a046c6b1dbfdd8fa9ee317d","18755847018015"
"8287893","whatsapp","Delivery","Delayed Order","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0356b8430af6d4dfdb5b29","18755846948811"
"8317438","whatsapp","Delivery","Delayed Order","Guava Tini De-Tan Body Wash","","","Xpressbees","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a06c948277fe069ac2ab8c9","151951950473348"
"8292241","whatsapp","Delivery","Delayed Order","","","","Shadowfax","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=69f9782640265cc25e3e56fd","SF3221331531MCF"
"8331310","whatsapp","Delivery","Delayed Order","","","","Xpressbees","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a085087a52d48ba80847a94","151951950359407"
"8302822","whatsapp","Delivery","Delayed Order","Guava Tini De-Tan Body Wash","","","Shadowfax","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a05741fec3912676c96f5a8","SF3221368814MCF"
"8265932","whatsapp","Delivery","Delayed Order","Caramel Crunch Exfoliating Body Wash","","","Shadowfax","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a009ee5029c462e23dc88f7","SF3339163342MCE"
"8204305","email","Delivery","Delayed Order","","","","Shadowfax","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=69f528c1abcc078b241896da","SF33081493003051MCA"
"8340264","whatsapp","Delivery","Pickup Exception","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0b3d0bea387155a34c1e43","18755847340203"
"8289828","whatsapp","Delivery","Delayed Order","Guava Tini De-Tan Body Wash","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0414880142a18c362f4422","18755846971900"
"8034136","email","Delivery","Fake Order RTO","","","","Shadowfax","5_May'26","5_May Week 1","https://dashboard.flowcall.co/chats;phone=69da7a2747624e55bd15ad40","SF32328336133051MCA"
"8279524","whatsapp","Delivery","Delayed Order","","","","Xpressbees","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a01351db7e1e272f3560160","151951950259072"
"8357192","email","Delivery","Delayed Order","","","","Xpressbees","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0a6c21819ec854a0d47ecb","151951950473791"
"8377277","whatsapp","Delivery","Delayed Order","Coffee Under Eye Cream_15 ml","","","Xpressbees","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6971c1ac35b4fb7f96203660","151951950474156"
"8269199","whatsapp","Delivery","Fake Order RTO","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=69ffd1b5e8bbbe1ecbc5c1a9","18755846832902"
"8333867","whatsapp","Delivery","Fake Order RTO","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a08a43283d78e42caa7da2f","18755847275140"
"8374916","whatsapp","Delivery","Fake Order RTO","","","","ElasticRun","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0bd96e0085145f8344e042","MC4C45081FEEXO"
"8279964","whatsapp","Delivery","Fake Order RTO","Take A Dip Triple-Action Deo Body Wash 250ml","Mcaf408_WB","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a02095220e60fcfb2dded7d","18755846895353"
"8321424","whatsapp","Delivery","Delayed Order","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0712bffc8618cfe160c129","18755847231795"
"8292618","whatsapp","Delivery","Fake Order RTO","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0474b8c757692ccfe5f245","18755847031050"
"8303429","whatsapp","Delivery","Delayed Order","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0c16e35d35f760cdefbd6d","18755847063611"
"8304544","whatsapp","Delivery","Delayed Order","Take A Dip Triple-Action Deo Body Wash 250ml","Mcaf408_WB","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0586bcff0f3fc6bf6b9741","18755847080363"
"8335977","whatsapp","Delivery","Delayed Order","","","","Shadowfax","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a08e1c90c805dce57752734","SF3221372376MCF"
"8285453","whatsapp","Delivery","Delayed Order","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a05c334c3832bc337b16f9a","18755847096032"
"8332545","whatsapp","Delivery","Delayed Order","","","","Pikndel","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a086a6fdf948ac031b8e9e1","PA2064524"
"8301753","whatsapp","Delivery","Delayed Order","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a056cf057885eee2f82cdaf","18755847057904"
"8267459","whatsapp","Delivery","Fake Order RTO","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=69fd6e06c9a931c361d2c704","18755846802570"
"8360290","instagram","Delivery","Delayed Order","By The Blues Perfume Body Lotion","","","Pikndel","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0dd4aecd207325fda63b10","PA2097509"
"8302822","whatsapp","Delivery","Delayed Order","Guava Tini De-Tan Body Wash","","","Shadowfax","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a05741fec3912676c96f5a8","SF3221368814MCF"
"8282034","whatsapp","Delivery","Delayed Order","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0252d59b3dfd70a85c73a5","18755846920962"
"8336976","whatsapp","Delivery","Delayed Order","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a093156a28668cbd1a527c8","18755847302974"
"8283662","whatsapp","Delivery","Delayed Order","","","","Xpressbees","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a02ae5f4ec3d4505249a8c7","151951950258994"
"8329841","whatsapp","Delivery","Delayed Order","Sweet Escape Perfume Body Lotion","","","Shadowfax","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a08325e1272c723ffbc6aa4","SF3221371795MCF"
"8310951","email","Delivery","Delayed Order","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0d7242609f6fbcc479d3a8","18755847133154"
"8322646","whatsapp","Delivery","Delayed Order","Sweet Escape Perfume Body Lotion","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0743c002968292f5a80a1a","18755847197086"
"8334133","whatsapp","Delivery","Delayed Order","","","","ElasticRun","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a08ae9ea1eef3628bd4f565","MC4C38753D88OB"
"8265755","whatsapp","Delivery","Delayed Order","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=69c276502ce619091f27905d","18755846783880"
"8290844","whatsapp","Delivery","Delayed Order","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a04354edd67bd70d7f177dc","18755846978723"
"8340173","whatsapp","Delivery","Delayed Order","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0973769fc024f842a8f3a8","18755847343180"
"8300791","whatsapp","Delivery","Delayed Order","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=69cf776cee0fce3e26eb1d27","18755847048130"
"8308904","whatsapp","Delivery","Fake update","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a05c2f0b19f2032fb543dc3","18755847155974"
"8286456","email","Delivery","Delayed Order","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0308a85c1b894dc5b4b500","18755846940875"
"8284250","whatsapp","Delivery","Delayed Order","","","","","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0723cf267e9f4fa4862a75",""
"8339296","whatsapp","Delivery","Delayed Order","","","","Shadowfax","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0968097c7e1429fb99a1b1","SF3221373139MCF"
"8345135","whatsapp","Delivery","Delayed Order","Naked and Raw Coffee Body Scrub 15g,Naked & Raw Coffee Face Mask(15g)","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0dbcb6f25093299890b195","18755847417881"
"8331964","whatsapp","Delivery","Fake update","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=683abf5242963a87c04ea497","18755847307410"
"8313330","whatsapp","Delivery","Fake Order RTO","","","","Xpressbees","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a062bfba4babdfc3daf0c2f","151951950473252"
"8234334","email","Delivery","Delayed Order","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=69f862d6cec24d7e0bc557ce","18755846635292"
"8307426","email","Delivery","Delayed Order","","","","Xpressbees","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=69f5983149b51942ac4cad90","151951950260425"
"8237170","whatsapp","Delivery","Delayed Order","","","","Shadowfax","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=69f88ee256a0e3868d1916e9","SF3339152334MCE"
"8315610","whatsapp","Delivery","Delayed Order","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a06a669610dd977dbfdec97","18755847178175"
"8323143","whatsapp","Delivery","Delayed Order","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a075d4c67456b5585299be2","18755847217235"
"8335937","whatsapp","Delivery","Delayed Order","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a08df95c33bfe7bab922b42","18755847282895"
"8292393","whatsapp","Delivery","Fake update","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a046fb4af5d395a58d17081","18755847069955"
"8297548","whatsapp","Delivery","Delayed Order","Sweet Escape Perfume Body Lotion","","","Shadowfax","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a04db7aad12efcb1a3dc1f8","SF3221368789MCF"
"8294470","whatsapp","Delivery","Delayed Order","2% SALICYLIC ACID Niacinamide & MATCHA TEA FACE WASH","","","Shadowfax","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0498f496d236ce05d7e119","SF3339171213MCE"
"N/A","whatsapp","Delivery","Fake Order RTO","","","","","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=69ff4a26d3f30feb1118c95b",""
"8317200","whatsapp","Delivery","Delayed Order","","","","Shadowfax","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a06c553e0bb0eb6a5b5c5e5","SF3221370391MCF"
"8309566","whatsapp","Delivery","Delayed Order","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0dad377215fbc1db463cee","18755847102645"
"8324882","whatsapp","Delivery","Delayed Order","","","","Shadowfax","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a06e69f45b8332599a3cd9a","SF3221371040MCF"
"8307107","whatsapp","Delivery","Fake Order RTO","","","","","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a05a35c78c37259f7080e65",""
"8206753","whatsapp","Delivery","Delayed Order","","","","Shadowfax","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=69f596513ee8338a26a9d62b","SF3221371904MCF"
"8315984","whatsapp","Delivery","Delayed Order","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a06aca2a655d11df06d0f5f","18755847187975"
"8349999","whatsapp","Delivery","Delayed Order","","","","Shadowfax","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a09e767b1955348761ded99","SF3221374520MCF"
"8271351","whatsapp","Delivery","Fake Order RTO","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0096be31f19031de1468d4","18755846829380"
"8351953","whatsapp","Delivery","Delayed Order","","","","ElasticRun","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a09f966974b79fa3c3e11f1","MC4C3FC58FDEXT"
"8206753","whatsapp","Delivery","Delayed Order","","","","ElasticRun","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=69f596513ee8338a26a9d62b","MC4BF0662525RC"
"8348896","whatsapp","Delivery","Delayed Order","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=69e6ff64fd43ca9bdb633b7e","18755847364191"
"8332712","whatsapp","Delivery","Delayed Order","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a086fa74b500669064ac05e","18755847275114"
"8325294","whatsapp","Delivery","Fake Order RTO","","","","Shadowfax","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0799140185d26eaa9e7b76","SF3221371149MCF"
"8342462","whatsapp","Delivery","Delayed Order","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a099054ec104c57d0f2e5a5","18755847359383"
"N/A","whatsapp","Delivery","Delayed Order","","","","","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a06d88f25eadd782bc9e22c",""
"8203595","whatsapp","Delivery","Fake Order RTO","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0db3d37b19b82074a8f60a","18755846348001"
"8349231","whatsapp","Delivery","Delayed Order","","","","Xpressbees","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=69e641b498361a1be53e0ecd","151951950359508"
"8322841","whatsapp","Delivery","Delayed Order","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a074bfb09b444a2ec209a74","18755847245655"
"8260810","whatsapp","Delivery","Delayed Order","","","","Delhivery","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=691486d1046577b1791757c3","18755846747163"
"N/A","whatsapp","Delivery","Delayed Order","","","","","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0342a59c1597267f808c2c",""
"8290053","whatsapp","Delivery","Fake Order RTO","","","","","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=69bbddfa6aa3224be69b61ee",""
"8328337","whatsapp","Delivery","Delayed Order","Summer Breeze Perfume Body Lotion - 300ml,Coffee Body Scrub - 15g,Guava Tini De-Tan Body Wash - 300 ml,Summer Breeze Perfume Lotion -15 ml,Island Fresh Triple Action Deo Body Wash","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a081433ff0feb8632c166ee","18755847240394"
"8294115","whatsapp","Delivery","Fake Order RTO","","","","","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0d9b261cc24342ce8691f4",""
"N/A","whatsapp","Delivery","Delivery Boy complaint","","","","","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0a67d55b977fc36360c939",""
"8289483","whatsapp","Delivery","Delayed Order","","","","Shadowfax","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0402eb76447ca366139390","SF3339162843MCE"
"8309834","whatsapp","Delivery","Delayed Order","Brightening Sunscreen SPF 50 PA+++ Lotion - 200 ml","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a05d972b74c5e3da384b40d","18755847112633"
"8297789","whatsapp","Delivery","Delayed Order","","","","Shadowfax","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=697bb72769fca88fd1664547","SF3221331040MCF"
"8339437","whatsapp","Delivery","Fake update","","","","Shadowfax","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0969697c7e1429fb99b0a9","SF3221372930MCF"
"8340665","whatsapp","Delivery","Delayed Order","","","","Shadowfax","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a097729fc0a32427dcafdcc","SF3221372939MCF"
"8295589","whatsapp","Delivery","Delayed Order","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=69fff5fd2df81a0b6056679b","18755846999432"
"8362662","whatsapp","Delivery","Delayed Order","","","","Shadowfax","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0ac959e7085b6b577cc362","SF3389345120MCA"
"8329561","whatsapp","Delivery","Delayed Order","","","","Xpressbees","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a082b88dd19479b6667442e","151951950359388"
"8286923","whatsapp","Delivery","Delayed Order","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a03159dff879e76042e77ef","18755846944762"
"8363453","whatsapp","Delivery","Delayed Order","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0ad6cf3cdc8e8ba9c854c2","18755847448261"
"8314896","whatsapp","Delivery","Delayed Order","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a06a804a655d11df06c1026","18755847170862"
"8318969","whatsapp","Delivery","Fake update","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=69f8bf72d85b1e651d741f6e","18755847180920"
"8267309","whatsapp","Delivery","Delayed Order","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=69ff71133af19ab7ce1a6fe9","18755846798473"
"8287830","whatsapp","Delivery","Delayed Order","Brightening Raspberry Rush Body Wash,Sweet Escape Perfume Body Lotion,Caramel Eclairs Coffee Body Scrub","","","Shadowfax","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0aa8466f0695de137bea00","SF3221367083MCF"
"8247378","whatsapp","Delivery","Fake Order RTO","","","","Delhivery","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=69f99da9a45a3c6c42b4991a","18755846717122"
"8304433","whatsapp","Delivery","Delayed Order","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a05857aff0f3fc6bf6b4efd","18755847069620"
"8289016","whatsapp","Delivery","Delayed Order","","","","Shadowfax","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a03e62f9abcf7005260f15b","SF3339160110MCE"
"8316764","whatsapp","Delivery","Delayed Order","Take A Dip Triple-Action Deo Body Wash 250ml","Mcaf408_WB","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a06bb58a5bf3beb882dea7f","18755847159290"
"8299459","whatsapp","Delivery","Delayed Order","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0544f155f52dfe39569cb9","18755847088925"
"8343643","whatsapp","Delivery","Delayed Order","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=69a52ba4fdb76e11e1ffd56e","18755847386856"
"8344605","whatsapp","Delivery","Fake update","","","","Shadowfax","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=69e1da9a943547109bb2e06f","SF3221373320MCF"
"8309281","whatsapp","Delivery","Delayed Order","","","","DTDC","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a05cc9cb74c5e3da3833d47","7D121456406"
"N/A","whatsapp","Delivery","Delayed Order","","","","","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a09d25635f3bc528870a733",""
"8312916","whatsapp","Delivery","Delayed Order","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=69ef6b5ac5ab334ee2a3ab4d","18755847145231"
"8332360","whatsapp","Delivery","Delayed Order","","","","Shadowfax","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0865dce27a16935b3fc5f6","SF3221372279MCF"
"8319685","whatsapp","Delivery","Pickup Exception","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a06edc2a27a229246429f4e","18755847181336"
"8323676","whatsapp","Delivery","Delayed Order","","","","Shadowfax","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a076cf345cbe03424eba085","SF3221370936MCF"
"8351066","whatsapp","Delivery","Delayed Order","Guava Tini De-Tan Body Wash - 300 ml,Sweet Escape Perfume Body Lotion - 15ml","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a09f0bc2140e9437ed3d6a9","18755847400451"
"8322841","whatsapp","Delivery","Delayed Order","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a074bfb09b444a2ec209a74","18755847245655"
"8337289","whatsapp","Delivery","Delayed Order","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a093b9f47bbd0eca923e770","18755847313662"
"8330974","whatsapp","Delivery","Delayed Order","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0849afe599564c5c7281ed","18755847269514"
"8309811","whatsapp","Delivery","Delayed Order","","","","DTDC","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a05d8c3b74c5e3da384a57a","7D121456454"
"8341121","whatsapp","Delivery","Delayed Order","","","","Shadowfax","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a097f68c033f88d61a8e5c8","SF3221373113MCF"
"8309567","whatsapp","Delivery","Delayed Order","","","","Shadowfax","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=69265d90aa3b5b8cd33fdc5d","SF3221332017MCF"
"8378298","whatsapp","Delivery","Delayed Order","","","","ElasticRun","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0c2429b722e4378c1a167e","MC4C45CF3F8EZC"
"8340664","whatsapp","Delivery","Delivery Boy complaint","","","","DTDC","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a097af2e8def3b5c4035f46","7D121456767"
"8289045","whatsapp","Delivery","Delayed Order","","","","Shadowfax","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a03ea276c304467ab0afe40","SF3221367268MCF"
"8322450","whatsapp","Delivery","Delayed Order","","","","Shadowfax","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a073bcdc4cc58b75c45e57e","SF3393037515MCE"
"8276925","whatsapp","Delivery","Delayed Order","Guava Tini De-Tan Body Wash","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a093a2447bbd0eca923e380","18755847296814"
"8264753","whatsapp","Delivery","Delayed Order","","","","Delhivery","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a057d050eb7870047735918","18755846789082"
"8233324","whatsapp","Delivery","Fake Order RTO","","","","Delhivery","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=69f84fb5444f338f18bd3fcc","18755846568991"
"8220017","whatsapp","Delivery","Fake Order RTO","","","","","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a02f1be21887995ca4a9925",""
"8310951","whatsapp","Delivery","Delayed Order","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a05f5a93c091e6525b0815b","18755847133154"
"N/A","whatsapp","Delivery","Fake Order RTO","","","","","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0b56b36e21b398222b18fd",""
"8319497","instagram","Delivery","Delayed Order","Sweet Escape Perfume Body Lotion - 300ml","MCaf370","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0afa356b56b8e183b147cc","18755847183506"
"8354550","whatsapp","Delivery","Delayed Order","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0a2ad859e8a2eca5cfe552","18755847419222"
"8285423","whatsapp","Delivery","Delayed Order","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=69229203ffbc1ca684c8d9d5","18755847098106"
"8306587","email","Delivery","Delayed Order","","","","ElasticRun","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=686cf532b5029c37c98a6a3e","MC4C30FDC482FI"
"8309903","whatsapp","Delivery","Delayed Order","Take A Dip Triple-Action Deo Body Wash 250ml","Mcaf408_WB","","Xpressbees","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a06d88f25eadd782bc9e22c","151951950260235"
"8330529","whatsapp","Delivery","Delayed Order","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=68a43225c95c24bf5ece4de5","18755847260193"
"8375538","whatsapp","Delivery","Delayed Order","","","","Pikndel","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0be9a6b132db835d12f31c","PA2113840"
"8291280","whatsapp","Delivery","Fake update","","","","Shadowfax","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a044383bc5e4a7184e56687","SF3221367495MCF"
"8266936","whatsapp","Delivery","Fake Order RTO","","","","Shadowfax","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=69ff5a73e252d3082b8e71ba","SF3339151806MCE"
"8279564","whatsapp","Delivery","Delayed Order","Summer Breeze Perfume Body Lotion - 300ml","MCaf371","","Shadowfax","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a01ef28e850e5ce7b03211d","SF3221366264MCF"
"8325294","whatsapp","Delivery","Delayed Order","","","","Shadowfax","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0799140185d26eaa9e7b76","SF3221371149MCF"
"N/A","instagram","Delivery","Marked Delivered but customer did not receive order","","","","","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=69fb6dede6c3a9ece3954edd",""
"8293670","whatsapp","Delivery","Pincode not serviceable","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a04897a814fa297c4b44baf","18755847288296"
"8323713","whatsapp","Delivery","Delayed Order","","","","Xpressbees","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a076d484439d2b8c7a450f9","151951960002464"
"8338300","whatsapp","Delivery","Delayed Order","","","","DELHIVERY","5_May'26","5_May Week 3","https://dashboard.flowcall.co/chats;phone=6a0d7b1c8ec3b20f2364e63c","18755847308401"
